serverName,FinalDeployedFunCount,FinalDeployedInstanceCount,TotalEvictionCount,TotalReleaseCount,MemorySize,MemoryUsageRate,ReceivedRequestCount,RedirectedCount,WarmStartCount,ColdStartCount,DropCount,SloViolationRate
agent1,326,139,15100,0,69632,5.9334784E9,1551460,5332,1536055,15239,166,0.009929359
agent2,331,137,15657,0,69632,5.9407483E9,1551489,5352,1535511,15794,184,0.0102984905
agent3,337,142,14397,0,69632,5.9281987E9,1551479,5358,1536762,14539,178,0.009485781
agent4,333,139,14686,0,69632,5.933845E9,1551487,5367,1536479,14825,183,0.009673297
agent5,327,137,15637,0,69632,5.9341379E9,1551520,5356,1535544,15774,202,0.010297
agent6,331,135,16133,0,69632,5.9305923E9,1551491,5344,1535032,16268,191,0.010608494
agent7,336,139,14798,0,69632,5.9313618E9,1551518,5311,1536395,14937,186,0.009747207
agent8,335,139,15724,0,69632,5.9350702E9,1551479,5319,1535433,15863,183,0.010342419
overall,2656,1107,122132,0,557056,4.7467397E10,12411923,42739,12287211,123239,1473,0.010047734
